2.7,9.61,Viçosa
3.5,9.59,Sobral
5,9.6,São Gonçalo do Amarante
3.57,9.52,Santa Quitéria
4.2,9.2,Santana do Cariri
4.7,9.42,Quixeramobim
4.9,9.46,Quixadá
4.7,9.58,Pentecoste
5,9.16,Jatí
4.3,9.5,Itatira
5.5,9.58,Funceme
4.6,9.2,Crato
3,9.68,Camocim
3.8,9.68,Acaraú
3.7,9.2,Araripe
6,9.52,Beberibe
